workerid	tracked	image	question	response	expected_response	slide_number	id
1	[[167.7744140625, 145.1540069580078], [129.10372924804688, 104.80198669433594], [178.42286682128906, 267.8914489746094], [264.73138427734375, 271.8145446777344]]	CLEVR_train_000009.png	Is there any other thing that is the same shape as the large gray object?	yes	no	12	93
1	[[184.02732849121094, 181.02247619628906], [193.5548858642578, 271.8145446777344], [266.9731750488281, 270.1332092285156]]	CLEVR_train_000015.png	What shape is the yellow object that is the same size as the rubber block?	round	sphere	13	151
1	[[142.5543975830078, 118.81310272216797], [203.6428985595703, 274.05633544921875], [266.9731750488281, 270.1332092285156]]	CLEVR_train_000012.png	Are there any other things that have the same size as the cyan metallic cylinder?	no	no	14	121
1	[[185.70864868164062, 269.0123291015625], [266.9731750488281, 271.2541198730469]]	CLEVR_train_000023.png	There is a tiny cylinder that is the same color as the block; what material is it?	matte rubber	rubber	15	233
1	[[168.33486938476562, 70.05440521240234], [186.26910400390625, 272.9354248046875], [268.09405517578125, 270.69366455078125]]	CLEVR_train_000014.png	The small red thing that is made of the same material as the tiny blue sphere is what shape?	cube	cube	16	140
1	[[117.89482879638672, 119.37355041503906], [153.7633056640625, 70.05440521240234], [196.9175567626953, 269.5727844238281], [196.9175567626953, 269.5727844238281], [267.5335998535156, 269.0123291015625]]	CLEVR_train_000018.png	What number of things are either big things behind the purple metal thing or green matte balls?	0	1	17	181
1	[[219.8957977294922, 55.48283767700195], [188.51087951660156, 273.4958801269531], [188.51087951660156, 273.4958801269531], [273.698486328125, 270.1332092285156]]	CLEVR_train_000000.png	What material is the big object that is right of the brown cylinder and left of the large brown sphere?	matte rubber	rubber	18	3
1	[[318.5340881347656, 113.76910400390625], [193.5548858642578, 271.8145446777344], [193.5548858642578, 271.8145446777344], [270.8962707519531, 270.1332092285156]]	CLEVR_train_000017.png	There is a tiny brown object that is made of the same material as the purple sphere; what is its shape?	sphere	sphere	19	173
1	[[76.42191314697266, 114.32954406738281], [186.26910400390625, 65.0103988647461], [186.26910400390625, 65.0103988647461], [223.2584686279297, 96.95575714111328], [223.2584686279297, 96.95575714111328], [187.950439453125, 271.2541198730469], [272.5776062011719, 272.375], [272.5776062011719, 272.375]]	CLEVR_train_000004.png	Does the shiny object in front of the purple matte block have the same size as the small metallic cylinder?	yes	yes	20	41
1	[[217.6540069580078, 92.47219848632812], [282.6656188964844, 136.1868896484375], [282.6656188964844, 136.1868896484375], [196.3571014404297, 54.92238998413086], [196.3571014404297, 54.92238998413086], [336.46832275390625, 118.81310272216797], [336.46832275390625, 118.81310272216797], [214.85179138183594, 268.4518737792969], [214.85179138183594, 268.4518737792969], [270.3358154296875, 271.8145446777344]]	CLEVR_train_000019.png	Are there more big yellow objects behind the rubber object than things right of the small yellow metal block?	no	no	21	190
1	[[177.30198669433594, 67.25218200683594], [198.03843688964844, 75.09840393066406], [198.03843688964844, 75.09840393066406], [222.69801330566406, 63.88950729370117], [222.69801330566406, 63.88950729370117], [249.03892517089844, 75.65885162353516], [249.03892517089844, 75.65885162353516], [233.34646606445312, 94.71397399902344], [233.34646606445312, 94.71397399902344], [255.2038116455078, 104.80198669433594], [255.2038116455078, 104.80198669433594], [274.2589416503906, 134.50555419921875], [274.2589416503906, 134.50555419921875], [337.0287780761719, 94.71397399902344], [337.0287780761719, 94.71397399902344], [231.66513061523438, 188.86871337890625], [231.66513061523438, 188.86871337890625], [209.8077850341797, 175.97848510742188], [209.8077850341797, 175.97848510742188], [200.84066772460938, 272.9354248046875], [267.5335998535156, 271.2541198730469], [267.5335998535156, 271.2541198730469]]	CLEVR_train_000010.png	How many objects are either small green matte cylinders or small shiny objects to the right of the green matte thing?	2	4	22	102
1	[[249.03892517089844, 141.23089599609375], [249.03892517089844, 141.23089599609375], [267.5335998535156, 103.12065124511719], [267.5335998535156, 103.12065124511719], [194.67578125, 270.1332092285156], [194.67578125, 270.1332092285156], [266.9731750488281, 270.69366455078125], [266.9731750488281, 270.69366455078125], [557, 145], [557, 145], [637, 196], [637, 196], [609, 242], [609, 242], [647, 297], [647, 297], [595, 389], [595, 389], [634, 463], [634, 463], [643, 546], [643, 546], [609, 589], [609, 589]]	CLEVR_train_000025.png	The tiny red object that is in front of the small shiny thing right of the small block behind the big green thing is what shape?	cube	cube	23	253
2	[[195.8573455810547, 94.26551818847656], [189.6924285888672, 97.0677490234375], [173.9999237060547, 273.0479431152344]]	CLEVR_train_000020.png	What is the small gray ball made of?	matte rubber	rubber	4	202
2	[[75.36134338378906, 115.00202941894531], [56.86662292480469, 126.77140808105469], [51.26216125488281, 130.13409423828125], [47.89949035644531, 131.8154296875], [47.33903503417969, 130.13409423828125], [48.459930419921875, 127.33186340332031], [50.70172119140625, 123.96917724609375], [54.62483215332031, 118.92515563964844], [61.91062927246094, 110.51846313476562], [68.63600158691406, 103.79310607910156], [74.80091857910156, 97.62818908691406], [77.04270935058594, 94.82595825195312], [20.998046875, 103.79310607910156], [17.074935913085938, 107.71623229980469], [15.393585205078125, 109.39756774902344], [15.393585205078125, 110.51846313476562], [303.46307373046875, 118.92515563964844], [309.0675048828125, 112.76025390625], [311.30926513671875, 110.51846313476562], [306.82574462890625, 112.19979858398438], [298.9794921875, 117.24382019042969], [290.0123291015625, 122.84828186035156], [286.649658203125, 126.21096801757812], [284.96832275390625, 126.77140808105469], [282.7265625, 128.45274353027344], [280.4847412109375, 128.45274353027344], [259.74822998046875, 128.45274353027344], [169.51637268066406, 86.97970581054688], [175.68125915527344, 83.05657958984375], [188.01109313964844, 75.77078247070312], [199.2200164794922, 70.16632080078125], [207.62672424316406, 65.6827392578125], [213.23118591308594, 63.44095993041992], [211.5498504638672, 63.44095993041992], [219.39610290527344, 83.61703491210938], [189.6924285888672, 110.51846313476562], [179.04396057128906, 120.60650634765625], [163.9119110107422, 132.9363250732422], [144.85670471191406, 147.5079345703125], [130.84556579589844, 157.0355224609375], [124.12019348144531, 162.07952880859375], [120.19706726074219, 163.76087951660156], [139.2522430419922, 162.63998413085938], [125.80152893066406, 168.8048858642578], [112.91127014160156, 172.16757202148438], [106.18589782714844, 173.28846740722656], [105.62547302246094, 172.16757202148438], [106.74635314941406, 169.92578125], [111.79039001464844, 164.32131958007812], [117.39485168457031, 157.59596252441406], [124.12019348144531, 150.87060546875], [126.36198425292969, 148.62881469726562]]	CLEVR_train_000023.png	What color is the tiny shiny cylinder?	blue 	blue	5	231
2	[]	CLEVR_train_000024.png	What is the size of the blue metallic cube?	small	small	6	242
2	[[134.20823669433594, 90.34239196777344], [133.0873565673828, 90.34239196777344], [132.5269012451172, 90.34239196777344], [131.96644592285156, 91.46328735351562], [130.2851104736328, 92.58418273925781], [128.60377502441406, 94.26551818847656], [126.36198425292969, 95.38641357421875], [124.12019348144531, 97.0677490234375], [120.19706726074219, 99.30953979492188], [117.39485168457031, 101.55131530761719], [110.66947937011719, 103.79310607910156], [108.42768859863281, 103.232666015625], [108.42768859863281, 101.55131530761719], [108.42768859863281, 100.430419921875], [108.42768859863281, 98.74908447265625], [108.42768859863281, 97.0677490234375], [108.42768859863281, 94.82595825195312], [162.2305450439453, 274.1688232421875]]	CLEVR_train_000031.png	How many matte things are the same color as the ball?	0	1	7	314
2	[[154.9447479248047, 92.58418273925781], [153.82386779785156, 93.14462280273438], [153.26341247558594, 93.70506286621094], [152.1425323486328, 94.82595825195312], [151.5820770263672, 95.38641357421875], [151.02162170410156, 96.50730895996094], [149.90074157714844, 97.0677490234375], [148.7798309326172, 97.0677490234375], [148.2194061279297, 98.18864440917969], [148.7798309326172, 100.99087524414062], [150.46116638183594, 100.99087524414062], [151.02162170410156, 100.99087524414062], [148.7798309326172, 122.84828186035156], [151.02162170410156, 122.84828186035156], [152.1425323486328, 122.287841796875], [155.5052032470703, 279.7732849121094]]	CLEVR_train_000021.png	Does the matte thing have the same size as the green object?	no	no	8	210
2	[[94.41654968261719, 71.84765625], [93.85609436035156, 72.40809631347656], [93.29563903808594, 72.96855163574219], [92.17475891113281, 74.08944702148438], [90.49342346191406, 75.2103271484375], [90.49342346191406, 75.77078247070312], [88.81208801269531, 77.45211791992188], [87.13072204589844, 79.13345336914062], [85.44938659667969, 81.375244140625], [83.76805114746094, 82.49613952636719], [80.40538024902344, 85.85881042480469], [79.28446960449219, 86.97970581054688], [76.48225402832031, 89.78195190429688], [73.11958312988281, 92.58418273925781], [72.55912780761719, 93.70506286621094], [70.31733703613281, 95.94685363769531], [68.07554626464844, 97.0677490234375], [60.22929382324219, 92.02372741699219], [57.98753356933594, 93.14462280273438], [54.62483215332031, 94.82595825195312], [52.38304138183594, 95.38641357421875], [47.33903503417969, 97.62818908691406], [43.97636413574219, 98.74908447265625], [41.73457336425781, 99.30953979492188], [37.81144714355469, 100.430419921875], [36.13011169433594, 101.55131530761719], [35.56965637207031, 101.55131530761719], [36.13011169433594, 99.86997985839844], [186.8902130126953, 91.46328735351562], [191.37376403808594, 91.46328735351562], [245.17662048339844, 53.91337203979492], [248.53932189941406, 42.70444107055664], [170.6372528076172, 275.85015869140625]]	CLEVR_train_000000.png	Are there more big green things than large purple shiny cubes?	yes	yes	9	0
2	[[188.57154846191406, 92.58418273925781], [186.8902130126953, 93.70506286621094], [185.20884704589844, 94.82595825195312], [181.2857208251953, 96.50730895996094], [176.8021697998047, 99.30953979492188], [175.12083435058594, 99.30953979492188], [170.6372528076172, 101.55131530761719], [166.15367126464844, 103.232666015625], [164.4723358154297, 103.79310607910156], [151.5820770263672, 108.27667236328125], [152.7029571533203, 107.15579223632812], [154.9447479248047, 104.91400146484375], [155.5052032470703, 103.79310607910156], [156.62608337402344, 103.232666015625], [158.8678741455078, 100.430419921875], [160.54920959472656, 99.30953979492188], [162.2305450439453, 97.0677490234375], [162.79100036621094, 96.50730895996094], [164.4723358154297, 94.82595825195312], [165.0327911376953, 94.82595825195312], [166.15367126464844, 94.26551818847656], [167.2745819091797, 93.14462280273438], [168.95591735839844, 92.02372741699219], [170.07679748535156, 90.90283203125], [170.6372528076172, 90.34239196777344], [171.1977081298828, 89.78195190429688], [172.31858825683594, 89.78195190429688], [173.4394989013672, 88.66105651855469], [174.5603790283203, 88.10060119628906], [175.12083435058594, 88.10060119628906], [217.7147674560547, 126.77140808105469], [217.15431213378906, 126.77140808105469], [217.7147674560547, 125.6505126953125], [218.2751922607422, 125.09007263183594], [218.8356475830078, 123.96917724609375], [220.51698303222656, 121.72738647460938], [221.6378936767578, 121.16694641113281], [222.75877380371094, 119.48561096191406], [225.0005645751953, 117.24382019042969], [226.68190002441406, 115.56248474121094], [227.2423553466797, 115.00202941894531], [227.2423553466797, 114.44158935546875], [228.3632354736328, 113.32069396972656], [232.28636169433594, 111.63935852050781], [185.20884704589844, 135.1781005859375], [185.76930236816406, 135.1781005859375], [186.8902130126953, 132.9363250732422], [187.4506378173828, 132.37586975097656], [189.13197326660156, 131.8154296875], [191.37376403808594, 129.57363891601562], [193.0550994873047, 127.33186340332031], [195.8573455810547, 125.09007263183594], [197.53868103027344, 123.96917724609375], [203.1431427001953, 119.48561096191406], [204.82447814941406, 118.36471557617188], [206.5058135986328, 116.68338012695312], [209.86851501464844, 113.88114929199219], [212.1102752685547, 112.76025390625], [216.0334014892578, 109.95802307128906], [218.2751922607422, 108.27667236328125], [221.0774383544922, 106.03489685058594], [222.75877380371094, 105.47444152832031], [222.75877380371094, 104.91400146484375], [223.87965393066406, 104.35354614257812], [223.87965393066406, 105.47444152832031], [283.2869873046875, 275.2897033691406]]	CLEVR_train_000016.png	What number of rubber objects are tiny things or cyan cylinders?	1	1	10	163
2	[[276.5616455078125, 120.04605102539062], [276.5616455078125, 120.60650634765625], [276.00115966796875, 120.60650634765625], [276.00115966796875, 121.16694641113281], [274.31982421875, 122.287841796875], [272.63848876953125, 123.96917724609375], [272.07806396484375, 124.52961730957031], [270.9571533203125, 125.6505126953125], [267.594482421875, 127.89230346679688], [266.47357177734375, 129.01319885253906], [265.35272216796875, 130.13409423828125], [263.67138671875, 131.25497436523438], [259.74822998046875, 134.05722045898438], [256.94598388671875, 136.2989959716797], [254.70420837402344, 137.41989135742188], [251.34153747558594, 139.10122680664062], [249.09974670410156, 140.78257751464844], [247.4184112548828, 141.90345764160156], [246.2975311279297, 141.90345764160156], [245.17662048339844, 142.4639129638672], [218.2751922607422, 75.2103271484375], [191.37376403808594, 89.78195190429688], [195.8573455810547, 88.10060119628906], [199.2200164794922, 86.97970581054688], [204.82447814941406, 85.29837036132812], [207.06626892089844, 84.73793029785156], [212.1102752685547, 83.05657958984375], [216.59385681152344, 81.93568420410156], [223.87965393066406, 79.13345336914062], [225.5609893798828, 78.57301330566406], [227.2423553466797, 78.0125732421875], [228.3632354736328, 77.45211791992188], [230.6050262451172, 76.89167785644531], [231.7259063720703, 75.2103271484375], [207.06626892089844, 277.531494140625], [288.33099365234375, 276.9710693359375]]	CLEVR_train_000001.png	How many gray rubber cubes are the same size as the yellow block?	0	0	11	10
2	[[156.06565856933594, 112.19979858398438], [156.62608337402344, 111.63935852050781], [153.82386779785156, 111.63935852050781], [151.02162170410156, 112.19979858398438], [149.90074157714844, 112.76025390625], [145.4171600341797, 112.76025390625], [142.0544891357422, 113.32069396972656], [139.8126983642578, 113.88114929199219], [136.4500274658203, 115.00202941894531], [127.48286437988281, 117.24382019042969], [121.87840270996094, 117.24382019042969], [115.71351623535156, 118.36471557617188], [112.91127014160156, 119.48561096191406], [110.66947937011719, 119.48561096191406], [107.86726379394531, 120.04605102539062], [106.18589782714844, 120.60650634765625], [103.94413757324219, 121.16694641113281], [101.70234680175781, 121.72738647460938], [99.46055603027344, 121.72738647460938], [97.77922058105469, 121.72738647460938], [97.21876525878906, 121.72738647460938], [102.82322692871094, 117.24382019042969], [115.15306091308594, 111.07890319824219], [125.24110412597656, 108.83712768554688], [169.51637268066406, 134.61766052246094], [149.3402862548828, 180.5742645263672], [311.30926513671875, 92.58418273925781], [198.09913635253906, 63.44095993041992], [231.7259063720703, 97.0677490234375], [280.4847412109375, 129.01319885253906], [204.82447814941406, 281.4546203613281], [283.2869873046875, 279.7732849121094]]	CLEVR_train_000007.png	Is there any other thing that is the same size as the rubber cube?	yes	yes	12	74
2	[[221.6378936767578, 276.4106140136719], [162.79100036621094, 134.61766052246094], [159.98878479003906, 135.1781005859375], [157.7469940185547, 136.2989959716797], [156.62608337402344, 137.41989135742188], [153.82386779785156, 137.98033142089844], [152.7029571533203, 138.54078674316406], [151.02162170410156, 139.66168212890625], [147.09849548339844, 140.78257751464844], [145.4171600341797, 141.343017578125], [141.49403381347656, 143.02435302734375], [137.57090759277344, 144.14524841308594], [134.20823669433594, 144.14524841308594], [129.7246551513672, 145.26614379882812], [128.04331970214844, 145.8265838623047], [125.24110412597656, 146.3870391845703], [121.31797790527344, 146.94747924804688], [119.63664245605469, 146.94747924804688], [118.51573181152344, 146.94747924804688], [155.5052032470703, 129.01319885253906], [154.9447479248047, 129.01319885253906], [154.38429260253906, 129.01319885253906], [153.82386779785156, 129.01319885253906], [153.26341247558594, 129.01319885253906], [153.26341247558594, 129.01319885253906], [152.7029571533203, 129.01319885253906], [152.1425323486328, 129.01319885253906], [151.5820770263672, 129.01319885253906], [151.02162170410156, 129.01319885253906], [151.02162170410156, 129.57363891601562], [150.46116638183594, 130.13409423828125], [151.02162170410156, 130.6945343017578], [269.8363037109375, 123.96917724609375], [269.8363037109375, 123.40873718261719], [271.51763916015625, 122.84828186035156], [271.51763916015625, 122.287841796875], [260.869140625, 113.32069396972656], [235.08860778808594, 97.62818908691406], [244.0557403564453, 92.58418273925781], [254.14378356933594, 86.97970581054688], [259.74822998046875, 84.17747497558594], [264.792236328125, 81.93568420410156], [269.8363037109375, 79.13345336914062], [278.80340576171875, 74.64988708496094], [286.0892333984375, 71.28721618652344], [289.451904296875, 70.16632080078125], [292.254150390625, 67.92453002929688], [295.05633544921875, 66.24319458007812], [296.17724609375, 65.6827392578125], [296.17724609375, 65.6827392578125], [295.05633544921875, 65.6827392578125], [292.8145751953125, 67.36408996582031], [292.254150390625, 67.92453002929688], [287.77056884765625, 70.16632080078125], [284.40789794921875, 72.40809631347656], [282.7265625, 74.08944702148438], [281.04522705078125, 74.64988708496094], [276.5616455078125, 78.0125732421875], [276.00115966796875, 79.13345336914062], [274.88031005859375, 79.69390869140625], [274.31982421875, 80.25434875488281], [274.31982421875, 80.81480407714844], [273.7593994140625, 81.375244140625], [273.198974609375, 81.375244140625], [273.198974609375, 81.375244140625], [273.198974609375, 81.93568420410156], [261.4295654296875, 93.70506286621094], [260.869140625, 93.70506286621094], [242.93482971191406, 97.62818908691406], [242.37440490722656, 131.8154296875], [267.0340576171875, 145.26614379882812], [246.8579559326172, 151.43106079101562], [288.33099365234375, 150.31016540527344], [284.40789794921875, 135.73855590820312], [284.40789794921875, 137.41989135742188], [284.40789794921875, 137.98033142089844], [283.847412109375, 139.10122680664062], [283.2869873046875, 139.66168212890625], [283.2869873046875, 140.78257751464844], [283.2869873046875, 141.343017578125], [283.2869873046875, 141.90345764160156], [283.2869873046875, 141.90345764160156], [282.16607666015625, 143.02435302734375], [281.60565185546875, 143.58480834960938], [281.04522705078125, 144.14524841308594], [154.9447479248047, 155.3541717529297], [146.53807067871094, 177.2115936279297], [146.53807067871094, 176.65113830566406], [171.1977081298828, 167.12355041503906], [130.84556579589844, 171.6071319580078], [128.60377502441406, 173.84890747070312], [115.71351623535156, 119.48561096191406], [121.87840270996094, 107.71623229980469], [104.50456237792969, 80.25434875488281], [104.50456237792969, 79.69390869140625], [111.79039001464844, 69.60586547851562], [94.41654968261719, 67.92453002929688], [176.24171447753906, 276.9710693359375], [287.2100830078125, 274.7292785644531]]	CLEVR_train_000017.png	What number of cyan objects have the same size as the yellow object?	0	1	13	170
2	[[257.5064697265625, 153.67283630371094], [194.17601013183594, 122.287841796875], [212.6707305908203, 76.89167785644531], [212.6707305908203, 76.89167785644531], [160.54920959472656, 271.9270324707031], [285.52874755859375, 275.2897033691406]]	CLEVR_train_000011.png	How many other things are the same color as the small shiny cylinder?	2	2	14	110
2	[[230.6050262451172, 271.3665771484375], [229.48411560058594, 67.92453002929688], [268.71539306640625, 94.82595825195312], [270.9571533203125, 121.72738647460938], [290.0123291015625, 83.61703491210938], [290.0123291015625, 83.61703491210938], [290.0123291015625, 83.05657958984375], [283.2869873046875, 275.85015869140625]]	CLEVR_train_000009.png	Is there any other thing that is the same shape as the large gray object?	no 	no	15	93
2	[[186.3297576904297, 161.5190887451172], [140.37315368652344, 121.72738647460938], [129.7246551513672, 98.18864440917969], [200.34092712402344, 280.8941955566406], [200.34092712402344, 280.8941955566406], [282.16607666015625, 276.4106140136719]]	CLEVR_train_000022.png	How many other things are there of the same shape as the blue rubber thing?	3	1	16	222
2	[[124.68064880371094, 93.14462280273438], [168.3954620361328, 72.40809631347656], [215.4729766845703, 63.44095993041992], [215.4729766845703, 63.44095993041992], [155.5052032470703, 276.9710693359375], [296.73773193359375, 278.65240478515625], [296.73773193359375, 278.65240478515625]]	CLEVR_train_000013.png	There is a rubber cylinder that is behind the tiny blue matte block; what color is it?	grey	gray	17	130
2	[[176.24171447753906, 197.38766479492188], [222.75877380371094, 275.2897033691406], [222.75877380371094, 275.2897033691406], [247.4184112548828, 134.61766052246094], [152.7029571533203, 152.55194091796875], [152.7029571533203, 152.55194091796875], [152.1425323486328, 152.55194091796875], [237.3303680419922, 280.8941955566406], [237.3303680419922, 280.8941955566406], [287.2100830078125, 273.0479431152344]]	CLEVR_train_000008.png	There is a small matte object that is in front of the small brown sphere; what shape is it?	blue 	sphere	18	82
2	[[212.6707305908203, 274.7292785644531], [279.3638916015625, 276.4106140136719], [279.3638916015625, 276.4106140136719]]	CLEVR_train_000018.png	What number of things are either big things behind the purple metal thing or green matte balls?	1	1	19	181
2	[[285.52874755859375, 135.73855590820312], [180.1648406982422, 120.60649871826172], [180.1648406982422, 120.60649871826172], [180.1648406982422, 120.0460433959961], [180.1648406982422, 120.0460433959961], [249.6602020263672, 85.85881805419922], [220.51698303222656, 96.5073013305664], [220.51698303222656, 96.5073013305664], [220.51698303222656, 95.94686126708984], [220.51698303222656, 95.94686126708984], [193.0550994873047, 57.27604675292969], [193.0550994873047, 56.715599060058594], [193.0550994873047, 56.715599060058594], [173.9999237060547, 265.2016906738281], [173.9999237060547, 265.2016906738281], [173.9999237060547, 271.3666076660156], [173.9999237060547, 271.3666076660156], [287.2100830078125, 271.9270324707031]]	CLEVR_train_000019.png	Are there more big yellow objects behind the rubber object than things right of the small yellow metal block?	no	no	20	190
2	[[146.53807067871094, 128.4527587890625], [231.1654815673828, 83.61702728271484], [231.1654815673828, 83.61702728271484], [110.66947937011719, 88.66104888916016], [110.66947937011719, 88.66104888916016], [224.4401092529297, 141.343017578125], [224.4401092529297, 141.343017578125], [189.13197326660156, 84.73792266845703], [189.13197326660156, 84.73792266845703], [189.13197326660156, 84.17748260498047], [185.76930236816406, 275.85015869140625], [185.76930236816406, 275.85015869140625], [269.8363037109375, 273.0479431152344], [269.8363037109375, 273.0479431152344]]	CLEVR_train_000006.png	There is a cylinder that is right of the cylinder that is behind the large metal cylinder; what is it made of?	rubber 	metal	21	64
2	[[175.12083435058594, 199.06900024414062], [175.12083435058594, 198.508544921875], [175.12083435058594, 198.508544921875], [156.06565856933594, 115.5624771118164], [156.06565856933594, 115.5624771118164], [200.34092712402344, 72.4081039428711], [200.34092712402344, 72.4081039428711], [180.1648406982422, 65.68274688720703], [180.1648406982422, 65.68274688720703], [179.60438537597656, 65.68274688720703], [179.60438537597656, 65.68274688720703], [278.24298095703125, 138.540771484375], [278.24298095703125, 138.540771484375], [244.61619567871094, 93.70507049560547], [244.61619567871094, 93.70507049560547], [244.61619567871094, 93.14461517333984], [244.61619567871094, 93.14461517333984], [170.6372528076172, 269.6852722167969], [170.6372528076172, 269.6852722167969], [278.24298095703125, 275.28973388671875]]	CLEVR_train_000010.png	How many objects are either small green matte cylinders or small shiny objects to the right of the green matte thing?	2	4	22	102
2	[[222.75877380371094, 94.26551055908203], [222.75877380371094, 94.26551055908203], [143.1753692626953, 88.66104888916016], [143.1753692626953, 88.66104888916016], [159.98878479003906, 98.18863677978516], [159.98878479003906, 98.18863677978516], [182.9670867919922, 79.69390106201172], [182.9670867919922, 79.69390106201172], [190.2528839111328, 136.29901123046875], [190.2528839111328, 136.29901123046875], [102.82322692871094, 98.18863677978516], [102.82322692871094, 98.18863677978516], [102.82322692871094, 97.6281967163086], [102.82322692871094, 97.6281967163086], [306.82574462890625, 125.65052032470703], [306.82574462890625, 125.65052032470703], [175.12083435058594, 275.28973388671875], [175.12083435058594, 275.28973388671875], [287.77056884765625, 271.9270324707031], [287.77056884765625, 271.9270324707031], [358.68572998046875, 98.63700103759766], [358.68572998046875, 98.63700103759766], [427.6206359863281, 132.82423400878906], [427.6206359863281, 132.82423400878906], [424.8183898925781, 167.57191467285156], [424.8183898925781, 167.57191467285156], [455.08251953125, 157.48387145996094], [455.08251953125, 157.48387145996094], [470.2145690917969, 158.60476684570312], [470.2145690917969, 158.60476684570312], [571.0949096679688, 33.625213623046875], [571.0949096679688, 33.625213623046875], [492.6324157714844, 196.15467834472656], [492.6324157714844, 196.15467834472656], [502.720458984375, 191.1106719970703], [502.720458984375, 191.1106719970703], [546.435302734375, 367.6512756347656], [546.435302734375, 367.6512756347656], [471.8959045410156, 264.5291442871094], [471.8959045410156, 264.5291442871094], [427.6206359863281, 313.8484191894531], [427.6206359863281, 313.8484191894531], [409.12591552734375, 309.92529296875], [409.12591552734375, 309.92529296875], [219.13455200195312, 221.37477111816406], [219.13455200195312, 221.37477111816406], [405.2027893066406, 396.79449462890625], [405.2027893066406, 396.79449462890625]]	CLEVR_train_000030.png	What is the size of the cube that is both behind the yellow rubber sphere and in front of the small red rubber object?	red	large	23	301
